id,stop,station,location,include,prefer,shape
30250,Kimball (Loop-bound),Kimball (Brown Line),"(41.967901, -87.713065)",FALSE,FALSE,
30217,King Drive (Cottage Grove-bound),King Drive (Green Line),"(41.78013, -87.615546)",FALSE,FALSE,
30218,King Drive (Harlem-bound),King Drive (Green Line),"(41.78013, -87.615546)",FALSE,FALSE,
30117,Kostner (Loop-bound),Kostner (Pink Line),"(41.853751, -87.733258)",FALSE,FALSE,
30118,Kostner (54th/Cermak-bound),Kostner (Pink Line),"(41.853751, -87.733258)",FALSE,FALSE,
30290,Lake (95th-bound),Lake (Red Line),"(41.884809, -87.627813)",FALSE,FALSE,
30289,Lake (Howard-bound),Lake (Red Line),"(41.884809, -87.627813)",FALSE,FALSE,
30135,Laramie (63rd-bound),Laramie (Green Line),"(41.887163, -87.754986)",FALSE,FALSE,
30136,Laramie (Harlem-bound),Laramie (Green Line),"(41.887163, -87.754986)",FALSE,FALSE,
30262,LaSalle (Forest Pk-bound),LaSalle (Blue Line),"(41.875568, -87.631722)",FALSE,FALSE,
30261,LaSalle (O'Hare-bound),LaSalle (Blue Line),"(41.875568, -87.631722)",FALSE,FALSE,
30030,LaSalle/Van Buren (Outer Loop),"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)","(41.8768, -87.631739)",FALSE,FALSE,
30031,LaSalle/Van Buren (Inner Loop),"LaSalle/Van Buren (Brown, Orange, Purple & Pink Lines)","(41.8768, -87.631739)",FALSE,FALSE,
30149,Lawrence (Howard-bound),Lawrence (Red Line),"(41.969139, -87.658493)",FALSE,FALSE,
30150,Lawrence (95th-bound),Lawrence (Red Line),"(41.969139, -87.658493)",FALSE,FALSE,
30203,Linden (Linden-bound),Linden (Purple Line),"(42.073153, -87.69073)",FALSE,FALSE,
30204,Linden (Howard-Loop-bound),Linden (Purple Line),"(42.073153, -87.69073)",FALSE,FALSE,
30197,Logan Square (O'Hare-bound),Logan Square (Blue Line),"(41.929728, -87.708541)",FALSE,FALSE,
30198,Logan Square (Forest Pk-bound),Logan Square (Blue Line),"(41.929728, -87.708541)",FALSE,FALSE,
30251,Loyola (Howard-bound),Loyola (Red Line),"(42.001073, -87.661061)",FALSE,FALSE,
30252,Loyola (95th-bound),Loyola (Red Line),"(42.001073, -87.661061)",FALSE,FALSE,
30124,Madison/Wabash (Inner Loop),"Madison/Wabash (Brown, Green, Orange, Pink & Purple Lines)","(41.882023, -87.626098)",FALSE,FALSE,
30123,Madison/Wabash (Outer Loop),"Madison/Wabash (Brown, Green, Orange, Pink & Purple Lines)","(41.882023, -87.626098)",FALSE,FALSE,
30052,Main (Linden-bound),Main (Purple Line),"(42.033456, -87.679538)",FALSE,FALSE,
30053,Main (Howard-Loop-bound),Main (Purple Line),"(42.033456, -87.679538)",FALSE,FALSE,
30091,Merchandise Mart (Loop-bound),Merchandise Mart (Brown & Purple Lines),"(41.888969, -87.633924)",FALSE,FALSE,
30090,Merchandise Mart (Kimball-Linden-bound),Merchandise Mart (Brown & Purple Lines),"(41.888969, -87.633924)",FALSE,FALSE,
30182,Midway (Arrival),Midway (Orange Line),"(41.78661, -87.737875)",FALSE,FALSE,
30181,Midway (Loop-bound),Midway (Orange Line),"(41.78661, -87.737875)",FALSE,FALSE,
30153,Monroe (O'Hare-bound),Monroe (Blue Line),"(41.880703, -87.629378)",FALSE,FALSE,
30211,Monroe (Howard-bound),Monroe (Red Line),"(41.880745, -87.627696)",FALSE,FALSE,
30212,Monroe (95th-bound),Monroe (Red Line),"(41.880745, -87.627696)",FALSE,FALSE,
30154,Monroe (Forest Pk-bound),Monroe (Blue Line),"(41.880703, -87.629378)",FALSE,FALSE,
30260,Montrose (Forest Pk-bound),Montrose (Blue Line),"(41.961539, -87.743574)",FALSE,FALSE,
30259,Montrose (O'Hare-bound),Montrose (Blue Line),"(41.961539, -87.743574)",FALSE,FALSE,
30287,Montrose (Kimball-bound),Montrose (Brown Line),"(41.961756, -87.675047)",FALSE,FALSE,
30288,Montrose (Loop-bound),Montrose (Brown Line),"(41.961756, -87.675047)",FALSE,FALSE,
30296,Morgan (Harlem-54th/Cermak-bound),Morgan (Green & Pink Lines),"(41.885586, -87.652193)",FALSE,FALSE,
30295,Morgan (Loop-63rd-bound),Morgan (Green & Pink Lines),"(41.885586, -87.652193)",FALSE,FALSE,
30020,Morse (Howard-bound),Morse (Red Line),"(42.008362, -87.665909)",FALSE,FALSE,
30021,Morse (95th-bound),Morse (Red Line),"(42.008362, -87.665909)",FALSE,FALSE,
30125,North/Clybourn (Howard-bound),North/Clybourn (Red Line),"(41.910655, -87.649177)",FALSE,FALSE,
30126,North/Clybourn (95th-bound),North/Clybourn (Red Line),"(41.910655, -87.649177)",FALSE,FALSE,
30079,Noyes (Howard-Loop-bound),Noyes (Purple Line),"(42.058282, -87.683337)",FALSE,FALSE,
30078,Noyes (Linden-bound),Noyes (Purple Line),"(42.058282, -87.683337)",FALSE,FALSE,
30263,Oak Park (63rd-bound),Oak Park (Green Line),"(41.886988, -87.793783)",FALSE,FALSE,
30035,Oak Park (Forest Pk-bound),Oak Park (Blue Line),"(41.872108, -87.791602)",FALSE,FALSE,
30034,Oak Park (O'Hare-bound),Oak Park (Blue Line),"(41.872108, -87.791602)",FALSE,FALSE,
30264,Oak Park (Harlem-bound),Oak Park (Green Line),"(41.886988, -87.793783)",FALSE,FALSE,
30298,Oakton-Skokie (Howard-bound),Oakton-Skokie (Yellow Line),"(42.02624348, -87.74722084)",FALSE,FALSE,
30297,Oakton-Skokie (Dempster-Skokie-bound),Oakton-Skokie (Yellow Line),"(42.02624348, -87.74722084)",FALSE,FALSE,
30172,O'Hare (Forest Pk-bound),O'Hare (Blue Line),"(41.97766526, -87.90422307)",FALSE,FALSE,
30171,O'Hare (Terminal Arrival),O'Hare (Blue Line),"(41.97766526, -87.90422307)",FALSE,FALSE,
30254,Paulina (Loop-bound),Paulina (Brown Line),"(41.943623, -87.670907)",FALSE,FALSE,
30253,Paulina (Kimball-bound),Paulina (Brown Line),"(41.943623, -87.670907)",FALSE,FALSE,
30200,Polk (54th/Cermak-bound),Polk (Pink Line),"(41.871551, -87.66953)",FALSE,FALSE,
30199,Polk (Loop-bound),Polk (Pink Line),"(41.871551, -87.66953)",FALSE,FALSE,
30028,Pulaski (Loop-bound),Pulaski (Pink Line),"(41.853732, -87.724311)",FALSE,FALSE,
30185,Pulaski (Loop-bound),Pulaski (Orange Line),"(41.799756, -87.724493)",FALSE,FALSE,
30186,Pulaski (Midway-bound),Pulaski (Orange Line),"(41.799756, -87.724493)",FALSE,FALSE,
